Review,Brand
Hello guys suzuki gixxer is one of the flop model bike which was launched in September 2014 at that time the price was around 1lakh 20 thousand and then at the first few months the sales were good and then people has been known that it was the one of the failure model so that the sales has been fallen down and then I tried to re sale the bike when I came to known it is worthless no one is willing to buy and then the resale value was to low and then coming to the mileage of the bike they have given 40 to 54 kmpl I am not getting the minimum milage so don't try to buy Suzuki Gixxer,Suzuki
"Hello guys today I am going to share with you about my Dream Bike. Suzuki Gixer SF first of all I wanna tell you about the bikes body structure it's looks like an R15 in cheap cost R15 takes very cost. I think this is the only bike that we have to buy in lowest price. I mean that cheap price and best bike. The bike body is very stylish and looking like an sport bike. I prefer to you all to try this bike. The trendy bike in market is the one and only Suzuki Gixer SF FI. The mileage of this Bike is 54kmpl And and the top speed of bike is 120 and the price is 87, 000 and the tires is tubeless its modern sport bike its easy to lift and control the bike very nice and we have 4 verity colors in this bike and my favorite color is blue try it. It's just a suggestion.",Suzuki
"Hello guys, I am using my Suzuki Gixxer SF from 3 Year and I do not face any problem in my Bike. The mileage is average but comfort and road grip is awesome.",Suzuki
"Hello guys, this review is all about sport bike, which I prefer. From last 18 months I have been using this bike and what I have seen is this bike is really really awesome. The mileage is good. Actually it is nice as compared to other sports bikes. This bike gives comfort more because it does not have extremely huge fual tank.",Suzuki
Hello my dear friends I would like to share my personal experience of using this bike. actually my close friend is using this bike and I often ride it. I am very impressed by its performance and its features. this bike is very good looking and very powerful. it have a fuel efficient engine which is capable to give good power output and good mileage as well.,Suzuki
"Hello, Friends Now I Am Writting On Suzuki Gixxer SF I Bought This Bike And I Can Say That This bike Is Awesome . Suzuki gixxer Sf Looks And Design Is Very Attractive And decent . This Bike Looks Very Cool In Blue Colour But The mileage Of This Bike Is Only 30-35 Kmpl . But For Sports Bike THis Is Good from other Sports Bike .And Suzuki Gixxer SF Engine Is Realibility Is Very nice . I Go For A Long Drive With This Bike And This is Very Comfortable . And Its Road Grip Is Also Very Nice . Suzuki Gixxer SF Handling is Very Smooth And You Can Easily Appeal For This Bike On Suzuki Showroom .",Suzuki
"Hey friends, I have been a proud owner of Suzuki Gixxer SF since 2016. I bought the Moto GP edition at around Rs. 98000 on road. This bike had grabbed my attention the first time I saw it on the road and I immediately decided to start saving to buy the bike. Here are the pros of the bike:",Suzuki
"Hey guy, today I am reviewing on the best and fastest sports bike of suzuki company. The name of this bike is suzuki gixxer sf. My brother is using this bike for last 6 months. And now I am sharing the experience of this bike he shared with me.",Suzuki
"Hey guys I am going to tell you may experiences of using this bike, since I am using this bike since 1year so I am able to give full review on it.",Suzuki
"Hey guys, this bike is awesome bike. suzuki bike is awesome bike.its a looking like sport bikr. it has good new stylish look and awesome look.i like its so much and I like its smooth drive on road.really I am very happy.this is one of the best bike for my me and by bro also.relly awesome bike .his desing very sporty.his pickup very nice.when I am riding on bike I complately feel sporty.the average of this bike is also great is also great with a nice pickup.the handling of this bike is amazing with a great comfort .the engine makes 14.6 bhp qnd the 14nm torque. but with the sf is just 4kg more gixxer.performance is too good. top speed is around 127kph.the mileage of the bike is aso nice.oveall the suzuki gixxer sf is an impressive package.suzuki bike mileage, comfort, reliability, road grip is too good.",Suzuki
"Hey guys. suzuki gixxer its good powerful bike. its has a good 154.9cc engine. great pickup, . looks are good. stylish cool motorcycle it is. comfortable for a long drive. Suzuki gixxer sf its electric start bike. suzuki gixxer gives good mileage. one of the best thing about Suzuki gixxer SF is everyone can buy this bike coz its prize is affordable. whether its yamaha R15 or the Pulsar 200, Suzuki has targeted every faired bike of each category. Suzuki gixxer sf is one of my favorite sport bike.",Suzuki
"Hi Aslam here, I booked this bike on 1st jan 2016 and I got delivered on 9th jan 2016, on the very first day I thought my electric start button is not working, but later I got to know that we need to use clutch to start the engine with electric start button,",Suzuki
"Hi Friends, Suzuki Gixxer SF: It is a very stylish bike and sports bike with SUZUKI brand with affordable price.It has dual silencer attractive, which give you a sporty feeling.I like white color which makes me different with my bike.it has good breaking system with front dis.5 gear system which gives smooth riding feelings.tubeless tyre which give me sweet feeling on turning road.Specially I like the sound of bike which is better than duke.and sit design which is better than R15. It is comfortable both for your girlfriend and also for your family this is the most important thing.Everything is good in this bike except its mileage is only 38 to 45.in city and traffic are it is 40 and in long and free road it is approximately 45 to 48 kmpl.In my point of view it is comfortable for young stars and also for middle age people.I suggest you to go for it.Thank you, have a nice day.",Suzuki
"Hi everyone, I am buying suzuki gixer sf last 3 month ago and it is look like a very attractive model at that price wherever it give mileage and looks u don't miss it guys in market if u want to buy  a bike u first of all go  for it it gives 45 kmpl and it have rear dice and with combine for safety and it gives five year waranty.so guys don't miss it.even if you want to buy a sporty look bike and regular maintain bike the gixer sf is best you not get a sporty and normal bike like in market at that price.",Suzuki
Hi friend this is the one of the best friend name is the bharat I wont to be told you one of the best and one of the good and faster honda is none other then one of the  best suzuki gixxer sf this is the not fast this the one of the very smooth vehical .lat year I was go in the lonawala to meet my uncle that time I dont know my uncle buy new bike so I was go at thier home and they have to be provide to me every thing then I was to be seen that bike and that bike color is the red and that time it was to be looking superb and I love also I was to be ask to my uncle how much you have to take this bike so that time my uncle is to be told me I was take that bike in 250000 very good,Suzuki
Hi friends I am gonna share my experience having suzuki gixxer sf.,Suzuki
"Hi friends this bike is so extraordinary one when I ride in a road. The trendy bike in trade is the one and only one Suzuki Gixxer SF. The mileage shapes are same with that of its because they split the same engine, skeleton and predominantly all parts apart for the SF fairing. Reliability has class of bike with 2 years guarantee. It has a front tyre are 17 inches and the back tyre is also 17 inches so it get a excellent road grip. Appeal of this bike in the racing because it has good speed with 5 years transmission.",Suzuki
Hi friends we all know and about that this bike is amazing food this generation this bike is also a sports bike with MotoGP edition the fuel capacity of this bike is 12 litre the pickup is very high of this bike it is available in 155 CC there are three different colour Suzuki gixxer SF is a real seem like a costly scored by what is not affordable at a price the speed of RC bike is incredible it compared with a powerful engine the suspension of the bike is outstanding the shape of the body is awesome coming is to break,Suzuki
"Hi friends, Suzuki Gixxer is a very smart looking bike at this price segment of nearly 90K to 100K. The sport bike gives us an mileage of 40 - 50 kmpl which is very much excellent in terms of a sport bike. The bike also feels very much comfortable while riding almost in every places whether it be on cities or on highways. it also has an adjustable suspension with an excellent engine sound. I do not have any doubt that this bike feels very very much reliable while riding. The disc brake on the bike is also very much effective and powerful. And last but not the least the looks are just awesome.",Suzuki
Hi guy today I will share my experience about this bike. Actually I wanted to buy a bike that is full framed body and also fuel efficient and also its on my budget.then I got to know that this bike is cheap and good performance bike. So I can't control myself after listening this. I went to nearest showroom and after having a test drive I decided to buy the bike. It is good and fuel efficient and reliable for personal use.overall the bike is good and fast. Thanks,Suzuki
Hi guys this waseem suzuki bike is looking nice and the bike is racing bike .but why this bike Average is low why I dont know .,Suzuki
"Hi guys, it is available in 5 veraions, standard. Rear disc, special motogp edition, sp rear disc, special motogp edition rear disc.",Suzuki
"Hi! how are you boys n girls. well, I just bought this machine 15 days ago.So let me give you my FULL honest review on this Purchase. I hope it will be beneficial for Everyone.",Suzuki
"Hi, I am taking about Suzuki Gixxer SF it is good looking and very comfortable bike it is with 155cc bike nice its 14 Nm, 6, 000 rpm it is very nice pick up is very nice this bike is with disk the speed meter is very useful to all the persons to know is is with digital meter the road grip is unbelievable to me it is very nice. it is very attractive to student, lovers it elevens heroism to the student because of its apperans. its mileage is also very confortable 50km/liter. confortable to all",Suzuki
"Hi, frnds we all know that this bike is amazing for this generation, this bike is also a sports bike with motogp addition the fuel capacity of this bike is 12L.The pick up is very high of this bike. It is available in 155cc .there are three different colours like blue , black , white etc.the mielage of this bike is approximately 40-50km/l this bike is also available in rear or front disk break.the meter of this bike is digital and it also shows the correct time. The on road price of this bike is 1.07L.",Suzuki
"Hii everybody, friends this bike is so special which is my best, yes friends suzuki Gixxer sf the top superbike with very very comfort to ride.",Suzuki
Hii friends I buyied this bike a year ago I was bit confused which bike to buy I did a test ride of few bikes but later I booked a gixxer sf.this bike is a deal breaker.you get almost everything what u require in a 150cc bike.till now I have done 14k kilometers on d oddo.refinement of d engine in on d another level.mileage I got max is 61 kmpl and minimum 53 kmpl.i had gone for long rides with my friends and I loved my bike.this bike is very stable on high speed.and top speed I have achived is 132km/s,Suzuki
"Hii friends today I am going to share my exprience about suzuki gixxer. I brought suzuki gixxer sf in 2016 after the one year its creating many problem. no any lock given in mirror, not comfortable for riding, the quality of material used in bike is very low category, , maintenance cost very high. Its road grip and handling is awsome but milage is very low. suzuki gixxer looks good but not best. I face many problem in this bike. soo I really don't like this bike. I finally I sold my bike in half amount. I suggest to who are thinking to buying this bike that please don't buy this bike, when you buy you feel its a good bike but after 5 months you really hate this bike. cause of its poor performance. its my oen real openion to all.",Suzuki
Hii friends. here I am back with another review for you. hope you will like this one also.,Suzuki
Hiii friends. suzuki gixxer sf is nice 1 bike. qki iskooo chalane me alag hi mjaaa aata hai.yah dekhne me hi dessing lgtii hai. or jb idkooo chalakr khiii jate h to alag hi proud hota hai .iske sath me race v lgaaa chukaa hu. to happy hone ki ye baat hai ki. isi bike se me jitaaa hu.qki iskiii speed v achi hai,Suzuki
Hiii frnd I AM ALI how are u keso ho aap sab chaliye kam ki bate karte h this bike is verry importent suzuki gixxer sf verry smart and nice bike yeh bike ki fiuture bahut hi achi h wahi me aap ko bta ta hu ki bahut hi acha avverage h or onroad millege deti h about 45 k/m and busy road 40 k/m large site and verry powerful head light this bike is verry stylish and milleadge bt bike heavy amout and best price so plz by this bike IT IS VERY PAWER FULL,Suzuki
Hiii frnd how are u keso ho aap sab chaliye kam ki bate karte h this bike is verry importent suzuki gixxer sf verry smart and nice bike yeh bike ki fiuture bahut hi achi h wahi me aap ko bta ta hu ki bahut hi acha avverage h or onroad millege deti h about 45 k/m and busy road 40 k/m large site and verry powerful head light this bike is verry stylish and milleadge bt bike heavy amout and best price so plz by this bike,Suzuki
His pickup very nice and easy to handling mileage good and his head lamp very sporty and his silencer very different style. this is very good and nice bike I love this.,Suzuki
Hlo frnds this is best sports bike ever it has 150cc bike and looks so preety it has a 5 gear shifting I buy this bike on 1 lak this is awsome bike handling is easy and comfertale for 2 peoples it has a 2 varity of colors blue and red I suggest to buy blue edition of moto gp it gave a moto gp bikes sport look cant wait go to store,Suzuki
Hlo guys I am pawan dixit from kaithal in haryana .this bike is very good bike and racing bike this bike is fastest bike and when this bike is going on road side then peple are looking only on this bike and only say that this suzuki bike is very fast and wonderful .this bike give good average and misalce .this bike sheetis very comfirtable after driver sheet is lower then backer sheet .now I m takking bike detail.Price.86150.93499Top speed.127kmphEngine .154ccThis bike launched on india sept 08 2016.So at last I am saying only on you that you can perchased this bike and enjoy your life.so best of luck.,Suzuki
Home > Automotive > Two Wheelers > Bikes > By Brand > Suzuki Bikes > Suzuki Gixxer SF,Suzuki
"Horn is so meek for a bike of this appearance, especially when you are on a speed above 70kmph, it sounds so feeble while moving against the air.",Suzuki
"Hy . Frends.Suzuki has launched this bike named Gixxer SF I bought this bike around 4 months ago& after using this I just want to share that the bike has outstanding looks, it is 155 cc which has got very good pickup, average of the bike is around 38 40 which is good, suspension is brilliant, disc brakes at the front tyre, it comes with mrf tyres which has got great grip, top speed is 121 which I have acheived, 5 gear box, digital meter, petrol tank is of 12 litres, looks good in blue colour, it is very comfortable for the rider, handling is not that good but its ok. Overall a very good bike in the range& it is value for money.I would recommend it to everyone. Thanks.",Suzuki
"I AM DRIVING THIS BIKE FROM ONE WEEK AND ITS SUPERB LOOK WISE HAVING LED TAIL LAMPS,",Suzuki
"I Bought Suzuki Gixxer Sf From Sikar, Rajasthan. I Bought This Bike In Form Of Look. But After 1 Month I Realised It Was A Cheap Bike In Term Of Suspension And In Term Of Riding. With It Back Tire I Thought That It Had A Great Grip But I Was Wrong Because Bike Had No So Much Great Grip On The Road. I Invested 1.2lakh for this bike it would be better if u purchased apache 200. Bike viser is good but it is Not good In term of accident. If I will fall out from bike viser will be tore out my leg and headlight is always turning on and its seems awkard. Mileage is not good its give 30kmpl.",Suzuki
"I LIKE MODULE OF SUZUKI GIXXER SF. IT IS A HEAVY BIKE AND GOOD LOOKING MODULE. IT IS ATTRACTIVE LOOKING. SUZULI GIXXER SF MILEAGE IS 47KM/L. ITS HEADLIGHT, HANDLING AND TO SEAT IS VERY COMFORTABLE. TO DRIVE HANDLING IS OUR IN CONTROL.ITS CLUTCH IS VERY EASILY DURING DRIVE. IF ANY BODY SEAT BACK SIDE FOR HIS VERY COMFORTABLE AND HE ENJOY BACK SIDE. IT IS TAKE IN SMALL TIME FOR RACEING ON OUR ROADS. A SPECIALLY FAVOURITE FOR YOUTH PERSONS BECOUS ITS LOOKS VERY POWERFULL.",Suzuki
I Would Recommend Everyone To Get This SUZUKI GIXXER If You want A All Rounder For Yourself!,Suzuki
I advice you to buy this great  bikt just in 87000 with 155 cc powerful ingine.,Suzuki
I am from Aurangabad I have gixer bike since 1 year starting days performance is was well. now I m facing problem in my bike seating gear shiffting,Suzuki
"I am little bit confuse about my first bike.And I started taking suggestions from other Some people Says go for Yamaha Fz, R15 and so on.So I suddenly look at a bike and Start finding Infromation about it.and a next day I bought it from my hometown at the cost of 105000.It really a good bike and Don't Go for its fiber body it is must stronger than your think.I millege is not so good.about 30 km per liter.but over all performace was good as campared to other bike with this ranges and look.I like most in this bike is A reserve fuel tank in emergency.and a kick which is not mentions in other bike with this range.I like this bike very much it is better than R15.if you are a good biker go for it",Suzuki
I am looking for buy bike which is mid range and sport look best mileage and comfortable for ride,Suzuki
I am not recommending this bike since it has lots of lagging compared to bikes at its price.,Suzuki
"I am quite astonished by the excellent pickup of GixerSF, however its engine stops in between during a slow run, I will suggest not to ride this bike too slow because this is a superfast racing bike, one could enjoy the real essence while riding it at a speed more than 70kmph. and moreover the drifting is awesome, the diameter of the tires is less as compared to other sports bike but this contributes in drifting purpose. One can feel the coolness and smartness of the bike while drifting . it is very driver-friendly, in the sense that a novice can also ride this bike without any issue or problems. Fuel of rs100 would take the bike run 30kms at a long run.",Suzuki
I am really happy that I got a beast vehicle that really a monster and driving experince like a bullet its really smoth to drive and suspensions are really good with a good torque and pickup is very good I get about 40 to 42 km/liter Its a good mileage isnt it ? .Ibgot this bike on 1st aug 2016 now its 24th day im using and performance is same asvthe first day. I think my bike vibrate a littil bit.and also the .ain problem if u buy a suzukis bike the bike care centre is worst in vidharbh amravti not like honda. But in this price range this bike is best and good looking sports bike do not think much just buy it and enjoy !,Suzuki
I am really super fan of this bike. I like this bike very much due to its fuel consumption. Its runs very smooth with a gravity. When I ride this bike I think that I drive a BMW car. It is so comfortable to ride. Now a days Suzuki Zixxer SF one the best bike in reliable price. Handling and control power this bike is awesome and so lucrative. When It move on the way everyone turn their head toward the bike.Every one attract for his nice outlook. Its front side looks like a lion jumping towards me.I just say one words that it is awesome.,Suzuki
"I am reviewing this bike after using this bike for about three months. It is a nice looking bike people will turn back for looking this bike, when you take it to the streets, it is very much comfortable. Hats off to Suzuki for making such a beautiful bike at such affordable price. This bike will cost you around 90 K( ex showroom DELHI) . It has a maximum speed of 135 km/hr and has a torque of around 8 bhp. This bike has a double nossle air filter and produces a nice sound. The bike will give you a mileage of 50 km/L and after having 2 services it can give upto 55 km/L. What I like about this bike is that it has many varieties like moto GP edition, rear disc etc. The normal Suzuki gixxer SF has disc brakes in front and drum brake in rear. What I dislike about this bike is its Headlight. Well it's upto you but from my side you should go for this bike.This bike has its own pros and cons",Suzuki
"I am riding Suzuki Gixxer SF since one year and covered around 13500 km so far. Very few bikes, can match Gixxer SF's handling prowess. Gixxer  SF does not vibrate at top speed. I rode it at 100 kmph and did not feel any vibration, that speaks of the volume of comfort the bike offers.",Suzuki
I am riding the Suzuki Gixxer SF for the last 8 months. The bike has a combination of a class sporty look and riding comfort. The bike is a beast in power. The roads of my area have many ups and downs but the bike never gives any complaint. The bike has 5 gears transmition and my bike have touched the highest speed of 119kmph. The body curves are beautiful and the 155 cc engine gives you enough power to climb at any hilltop. Mileage is also good. It gives me 35 to 37 kmpl. Overall I am happy with the performance of the bike. One drawback of tge bike is tgat it doesnt have the auto choke you have to manually pull the liver to choke the bike and then you also have to release the choke after the bike is ready. But the choke is only needed in the winter time. One advantage of this bike is that it have both kick start and electric start.,Suzuki
I am riding this bike almost 5-6 months approx.This bike is best for this price segments.And bigger surprice is for me that in that price range I have fully faired bike.This bike is far better bike than other manufactures in that price range.The engine is very smooth and I am getting a milege approx 35 KMPL.The bike handle is slight high for that the comfort is much better compairing to other full faired bikes.In 5-6 months riding the bike is never vibrate or never faults the reliability is also too good.It tyres is much superior for the road and grips just fine in rainy condition.I am using this bike and I will suggest you to buy that bike because its low price range and bigger performance,Suzuki
"I am sharing my experience with you. This is different from motorcycle and motorcycle, this bike has a disc brake on either side, the company has given this motorcycle enough look. This motorcycle covers a distance of 2 kilometers in 1 kg of petrol and it does not take much time to catch its top seeped. On this motorcycle, two people can travel a comfortable bad road.",Suzuki
"I am still very much enjoying the ride and this month I find myself appreciating the Gixxer riding position. Not so much for your comfort or sportiness, but because of how well you can hold the motorcycle. Flares were exaggerated in the tank and heel plates taller riders are also very functional, close to the knees work well. While you with the center of your foot from heel plates eliminate more enjoyable, it's still much better than most other motorcycles grip.",Suzuki
"I am using GIXXER from last 2 mounths.i like it a lot. The best part in the bike isits look. I like it alot. it has a better look then any other avilable in market. thhe pickup of the bike is so fast which is a very good feature yrr. sitting of bike is quite disappointing . it has fully digital meter which is other thing, it shows speed, fuel quantity as well as the time also.so friends dont waste your money on any other thing instead of this tremendous bike.",Suzuki
"I am using gixxer sf for 8 months and I crossed 10, 000kms.everything is fine but front disc brake had problem in 6, 500 kms.front wheel becomes tight due to friction in disc brake.i have checked for oil and other basic things but sitll the problem is there.in service centre they said disc plate has bent and they said they will replace it within 25 days.",Suzuki
"I am using gixxer sf for 8 months and I crossed 40, 000kms.everything is fine but front disc brake had problem in 3, 5000 kms.",Suzuki
"I am using gixxer sf from about 1 year, and I am facing some engine problem , In starting months it feels very puchy and fuel effecient but after 1st servicing its engine start sounding some crappy sounds as the engine starts to burn very quickly and when I go to the service centre they fill engine oil and told me to run 200km on it and come again to check it . After 200km it again starts to burn engine oil quickly , when I visit the service centre again they just ignores the problem I am facing and again fill up the engine oil as the previuosly they done. After some time I visit to a local garage and tell them my problem, they checked the problem and told me that my engine's piston head gets a fault thats why my bike burns engine oil quickly . So on my personal opinion I will not suggest you guys to buy this bike .",Suzuki
I am using sujuki gixxer sf for 1 and a half year.really good bike. feels like high budget bike. suspension are great but not easy to handle for it's weight . good pickup.great speed.smooth engine. The lag is pretty basic look compared to r15. But you can go for it. if you have lower budget and wanna sports bike.mine is black.,Suzuki
"I am using this bike from last 5 months, and I am really happy with the performance of this Beast:)",Suzuki
I am very impressed by basically everything of bike. If you want your first fully faired bike then I think this bike is the way to go without overthinking.,Suzuki
I am very much happy that I have this bike its a very awsome experiences,Suzuki
I asked the showroom men about back disk pad rupees nd it was arround 2000 . as same I got of pulsar 220 s as lookind same and it coasts me only rs 250. plz dont kill customers suzuki . make prices as comfortable for customers . and also back seat was not comfortable for long rides.,Suzuki
I booked dis bike 2 days ago I am going to get it tomorrow yeah really happy.I love the technology of dis bike because its the beast with such a fuel efficient engine. The top speed of dis bike is 123 km/h and average is around 45 in city and 48 on highway.,Suzuki
"I bought Suzuki Gixxer SF 6 months ago. She is Beautiful.:)  She really brought more Happiness and luck into my life. I just Loving her. She is the best in all aspects. Looks, Style, Color, Milage, Speed, On road Price everything. If you planning buy Suzuki Gixxer SF. I can say, just go for it:):) My experience with her is Awwwwwwwwwwwwwwwsommmmmmmmmmmeeeee.:):* If you planning buy Suzuki Gixxer SF. I can say, just go for ittttttttt:):)",Suzuki
I bought cool blue colour of this bike and now the bike has reached about 100km and it has 5 gears overall smooth performance of this bike till now if anyone to buy this bike go for testdrive so that u can see what it capable of,Suzuki
"I bought gixxer before a month from Aryan Suzuki, Bangalore(domlur). In engine it is written as DENT and the manager has told foolish answer. Instead of writing dot, suzuki has written as DENT.",Suzuki
"I bought my first bike in 2016 when it was newly come.I saw a poster of the Suzuki Gixxer SF and went to showroom to see the bike.Before see this bike, I i was a fan of Yamaha FZ but later Suzuki's Gixxer SF became my crush.So I ask my father to buy this bike because it is very good in its sporty look, design and colour.The shape and design of this bike is copied by Suzuki's Hayabusa.So I bought this bike in black colour and it is so shiny.My dream of first bike became true. The performance of bike is very good.It is also comfortable and the mileage of this bike is very good.",Suzuki
"I bought this because I was having only 1 lakh rs for buying a bike.so I bought it unwillingly.But after buying it and using it I liked this bike very much because it has good pickup,it has good mileage,from the day I bought it I observed many people asking me about that bike and asking the review how is it.",Suzuki
"I bought this bike a year ago, a very good mileage of 46-48kmpl in city and 52kmpl or little more on highways on an average speed of 70kmph. The performance is good, ground clearance is really good, comfortable for long driving, the twin silencer and the bulky tyre makes it look good from back side, side looks are not very impressive, there is no rear disc in previous version which I have, front look is little bulky and gives good look, for city ride there is no problem at all and the only problem is with the mirrors in the city traffic but rest a very good bike at a good price, there is no good sound in the bike which doesn't let u feel as a sports bike. Front light is just of 35W which is not at all comfortable, talking about the servicing charges I was charged Rs.540/- per each free service and paid service is likely to be around 900/-.",Suzuki
I bought this bike after saving and it is worth every single rupee I saved. This bike is amazing and it is so smooth to drive and it is fuel economy is good as well.,Suzuki
I bought this bike after selling my previous Suzuki GS 150r which I used for 4yrs n it was a very good bike. So last year I decided to upgrade to a more modern and stylish bike and being a Suzukian for past 4yrs I decided to bought the Gixxer SF. Now with Gixxer SF I am quite satisfied with its performance and handling when compair to GS150 but one thing I have notice is the built quality of this bike which have gone down compair to GS150 infact GS150 was one of the best built bike in its category but with Gixxer Suzuki has reduce the quality for unknown reason may be cost cutting but dint expect this from a company like Suzuki.,Suzuki
"I bought this bike due to the same reason. and anyway not bad with the mileage and power. The power, quality and designs are good and looks trendy. The mileage is also good. The engine also runs smoothly without any problem.",Suzuki
"I bought this bike in November and ridden it almost 5K and it is performing very well. . as mentioned by some usersthat they faced problem after high speedrun but didn\'t get any issues.\n\nPerformance is very impressive, andhandling is superb.",Suzuki
I bought this bike in nov 2016. and till now its my fav bike. this bike is too much good in control. mileage is also very good as compared to its competative bikes. I went to manali from delhi and done many tours from this bike. this is fabulous bike.,Suzuki
I bought this bike on last year December and it doesn't met the expectation.,Suzuki
I brought my gixxer sf in jan 2016 till now it is good . I cross above 10000 km,Suzuki
I brought suzuki gixer sf threevmonths before.it is awesome bike at confortable price.it is 154cc bike.the maximum power of thw bike is 14.6BPH.seat hight of the bike is good.that is 780 mm.fuel tank capacity is 12 ltr.top speed of bike is 127 kmph.and the mileage of the bike is also nice.that is 47 kmph.the bike reacg 100kmph in 16.89 sec.the head light of the bike is also powefull.and the tail light is LED.suzuki gixer is awesome bike at reasonable price.,Suzuki
"I brought this bike 3 months back now it is running good, I strongly recomended if u looking 150 segment.it gives execllent fuel economy and same time good torque, the only thing is gear shift is little bit hard the show room guys told to me it will rectify before 3rd servicing but still iam facing same problem, ok that is not an issue simply I lke the bike because of sound and the silencr design.i love it",Suzuki
I brought this vehicle 15 days back and getting mileage of around 45 in fi version.hope it will increase after 1 st servicing.,Suzuki
I brught this new suzuki sf .looks is really cool of this bike.its look like a haibusa sport bike .average is good as compare to the bajaj pulsar in that range other bike in this look and price they give avrage in between 30-35 but gixxer sf gives u the avrage about 55 km per liter .its really a awosome bike .i really like this bike .seating is also comfertable on this bike .its really a good bike .new biker will go with this bike .,Suzuki
I buy this bike 6 months ago and after experience of this bike I realize this is a best bike in my life. This bike look is stunning.,Suzuki
I buy this bike 6 months ago and after experience of this bike I realize this is a best bike in my life. This bike looking is stunning. When I am riding on this bike I completly feeling sporty. I got 45 kmpl average its a very good for me and in this bike 150cc engine ao pick up is very good of this bike. In this bike break is disc break. When I buy this bike suzuki giving me free services and I satisfy with company free service because her service is very good. So I would recommended for this bike.,Suzuki
I buy this bike in january 2017.I is very attractive and sporty bike. Its blue body looks so stunning .And also pick up is very good. This bike is better then R15 bike.Mileage of this bike near about 40 to 45 in 1liter.Handling of this bike is good.Metallic Triton Blue Colour is very popular in peoples .And I have also this bike in blue colour.Speedometer is digitel makes this bike more stylish. its has Coolhandling Great pick up and Top Class Performance.Suzuki Gixxer SF more comfortable thn other bikes. this is sporty bike in very affordable price. I reccomnd to anyone justtry this bike and u will feel the strenth of this bike on road. I really happy I have this bike and its makes me smile whn I go out for on this bike . I give 5 start out 5 to suzuki for this bike.GO AND BUY THIS BIKE . BCOZ U MISS THE BEST SPORT BIKE IF U DNT RIDE ON IT . JUST GO HURRY UP.,Suzuki
"I buyed Suzuki gixxer sf 5 months ago in aryan motors showroom at Banglore. Totally it costed 1, 20, 000 rupees.",Suzuki
"I care this bike same as I do to my girlfriend, initially I was thinking to buy naked gixxer but now after buying gixxer SF, I think I made a right decision, for those who are planning to buy naked gixxer, I will suggest you to wait for some time if u are in short of money and buy SF, because SF is a head turner, I am loving this bike, thanks for reading.",Suzuki
I did buy this vehicle coz all of my friends forced me to do so.,Suzuki
"I did visit the showroom located nearby me, I did test drive of Gixxer and guess what. my experience over Gixxer was awesome, superb.",Suzuki
I didnt do my first service. Is this problem can be cured if I do service?,Suzuki
"I don""t like suzuki gixxer sf cause its looks is not very attractive in fact I can say that its looks good in pics but in real its very bad and worst .it is very low height .the suzuki gixxer sf is very low heighted bike its not for tall people or fat people .and the gear system of suzukji gixxer is same as many but its hang sometimes my bike has problem several times .the suzuki gixxer is sport bike but it has not high speed as other compatative bike the sitting arrangment is for only thin and weak people they sit only comforatable and the handling is also bad so comletly its bad packages in such high price thank you",Suzuki
I don't understand why Suzuki has given such a poor and bad looking stickers all over. The colour contrast choosed is very very ugly.,Suzuki
I dont like look of this bike as per its performance. Gixxer have a bad look and graphics given on body of it. Nice in performance. Pic up is nice and avrage is low but all over  good performance but some of fiber body and bad curve and back side hight is  giving bad design to this bike.,Suzuki
I driven this bike n this bike is so comfortable this bike is powerfull n looks good I recommend to who want to buy this bike buy it!,Suzuki
I feel like sport bike.this bike maintains cost average and this bike comfortable. I bought my friend this bike and no any complain for this bike.,Suzuki
I feel this bike suits for youngsters as it is having good looks.,Suzuki
I fell so powerful when I ride on gixxer and it is so easy to balance due to large wheels.mileage is awesome I think it is perfect gor sports bike lovers due its power pick up is so powerful I do stunts si easily.,Suzuki
I gave a love look to it because it is very good looking bike with affordable price .it meats every needs of a bike that a rider want.mileage of the suzuki gixxer sf is 55kmpl and it was enough for a super and comfortable ride. It gave smooth comfort for sitting and riding arrangements. Road grips was nice and okay till now.if we looking for a crazy and attractive riding bike to travel and owns its a best option.,Suzuki
"I had purchased this bike but sold out in couple of months only it has high maintenance, high consumption of fuel, it is suitable only for highways not in busy roads, this bike is like monster. unable to control in the this hectic traffic. road grip is ok not too good, as well as it has no resale value.",Suzuki
I has to be a good looking and it is the very good smooothe and very movable to the best  and it has to be a good myledge give it to me at all very good to confrm andvery good cost of the resoable cost it is the one of the best in the market  it has a big tunk for the petrol and the both of the side having a for at night and the best in one of the bike is the very well actually it has to be a good price and they having to provide the in the instoment at all  very good in one .such a good one and such a attrative bike for me and the very well to the ride the bike,Suzuki
I have 2 long trips above 200 kms and not felling tired or even no back pain.,Suzuki
"I have Gixxer SF and it is very comfortable, mileage and look very beautiful.",Suzuki
"I have Suzuki gixer SF bike. I bought this bike at 87700 rs. This come newely in market. This bike has very cool and decent look, specialy blue color. I bought this bike 3 years ago, and my bike still looks new, I never get big damage , any kind of issue, or complaine from this bike. This bike Runs very smoothly with low engine voice. It gives up 45 km per littler.",Suzuki
