,review,Bike
2972,Suzuki access 125 it is Nice and powerful than many other scooties.,Access
2973,Suzuki access 125 its look nice and beauty but two major problem with this scooter suzuki acess milage is very low 30 and braking system are not good othervise look and power is good and This bike have the best suspention and low weight and easy to all family ride u r looking good loking and comfort bike go for this and u look for milage u go for activa 3g this scooter is power lover and speed lover,Access
2974,Suzuki access 125 launch in new look 14/3/2016 price in india 61900 engine is 124cc 4 cylcle single cylinder air cooled SOHN 2 valve maximum power 8.58bhp@ 7000rpm access #clutch is atuomatic CVT gear box fuel type is petrol frant nd rear both drum break access kerb weight is 102 kg suzuki access length is 1870mm nd height is 1160mm,Access
2975,"Suzuki access 125 looks good. But it is not going to save your money. The company says the mileage will be around 50 km. But guys I have used this bike for around now 9 months and I can say it hardly gives me a mileage around 35 km/lt. They are several other factors that effect mileage, I agree but, even after regular services mileage never improved. Comfort is good. Even in bad road conditions you can sit comfortably and drive. The bike I think not much reliable because in the second month after I purchased this bike, one day it suddenly stopped in the middle of the road. I had to change my air filter in the showroom. I hardly travel 10 km per day. just for 600 km I had my air filter replaced. Road grip is good. one may not fear of skidding. Even in rainy season it gives quite good grip on wet roads. The appeal is good, the color and finishing of the fiber body is really nice.",Access
2976,Suzuki access 125 model is a very good vehicle without gear.every vehicle should be comfortable for the user this one among it is really comfortable to use.and look made anything attractive suzuki access is good look .the handling and controlling part is perfect that more easy to access like its name'access'.the major thing needes for a vehicle is it should run in low cost of fuel for the case of this fuel consumption is not so perfect,Access
2977,Suzuki access 125 moped bike is now becoming very popular day by day. In the market this bike demand is expanding huge. Access is very better than activa. Because access smooth bike and full pickup. It is the useful for official as well as other means student and regular use also. Access gives shine to our personality. Access new look is very good with new addition. This look is very impressive . Peoples are waiting for buying access. Because demand is high so that peoples have to wait for this bike. So many classic colour in access. We can use access for long route. And it is very comfortable for all peoples. Price is also reasonable. My experience about access is very good in 3 years.,Access
2978,Suzuki access 125 motor level is very high expansive materilas are used. the main engine compound is good 125 cc its become turbo speed is occured. the fuel consumption is become awesome. and the out looking of the suzuki access 125 is very nice looking and the comfort is really comfortable for bot men and women. and the reliability is nice shape and gorgeous outfit struction its looking awesome totally. and the handling driven is drive to very easilt and smoothy. and finally suzuki access 125 looks very great.,Access
2979,Suzuki access 125 motorcycle is a star performer. It has a peppy engine universally acceptable looks and with a decent fuel economy.Gives a very perfect clean comfortable drive on road.Suzuki access 125 is designed in such a way that it fulfills all a dreams to reach your destination place without any trouble.It has a very fashionable look with small pocket at front and a couple of hooks to hang groceries.The multi function key has ignition steering lock and remote seat release overall switch gear is good.,Access
2980,Suzuki access 125 my posonal opinion is such a wonderful riding position and good looking. scooter gets a retro design with a triangular headlamp having a chrome surround which addvto the premium looks. The Suzuki access was showing its age cosmetically and mechanically while new products also sported better features. the bland styling was among the biggest drawbacks of the access 125. The square headlight and overall new design makes it unique and out in a crowd. Suzuki access 125 over all good.,Access
2981,Suzuki access 125 new feature is glass sparkle black candy Solomon red pearl Suzuki deep blue no 2 pearl mileage,Access
2982,"Suzuki access 125 no doubt is a good scooter with a so so mileage. But it has some drawbacks. Its pitch on road is not so good. It requires a great need of services. Its mileage is also average. After being wet like in the rain, starting problem is also there. After using some time it reuires kick to start. Non availability of its parts are also a big issue, due to small number of dealers.",Access
2983,"Suzuki access 125 not a good schooty of this price segment h8s price is almist ₹6200 I sugfest u for this price segment buy schootu. Tvs jupiter, honda activa 4g, honda aviaton this schooty is best for conoarision Suzuki Access 125. Not a good design of access 125 very easily to screach schooty body. Starting milage is good around 40 km in one litre petrol but slowly slowly old schooty his milage is down. My schooty aroun 1 year now his milage is only 30. Not a good battery or speed niw my access schooty speed is only 80 to 85 it us very bad schooty really. So I not sugggest you to buy access 125. If you are more mews read about phone, auto vahicle, etc so please follow me, like, comment. Keep support. Thank You",Access
2984,Suzuki access 125 price is around 60000rsSuzuki access 125 has a mileage of 55kmpl and maximum speed of the bike is 70kmphAverage road gripping capacity but this is the smoothness traveling.Out appeal is medium range of looking just50% people's only like this model bike.,Access
2985,Suzuki access 125 scooter is a product with lots of problems and bad surprises for the buyer. firstly it is not ready to move easily as compared to honda activa. it takes a bit more accelerator to start moving.,Access
2986,Suzuki access 125 scooter is good for both power and mileage .,Access
2987,Suzuki access 125 scooty is the new brand in market and its quality its material used it takes very less petrol to move one destination to another destination design I think it's a royal scooty in this koti four people can sit easily but our government had said only two people it has the biggest space for keeping some material it has a storage inside the scooty outside the scooty I have taken Suzuki access 125 two pieces in my house one for me and one for my father we are very happy with it,Access
2988,Suzuki access 125 was not take havy load.The mailage was not good of Suzuki access 125.,Access
2989,Suzuki access 125 was very light weight scooter. This scooter provide long seat its suitable for fat person. The last model of this scooter provide digital display and so many features.,Access
2990,Suzuki access 125 what I say about suzuki access 125 its awesome scooty its average is awesome its comfertness handling its colors are good.Access have a good speed upto 125 KM/H and I also brought it for me.I used it for 2 years the scooty is really impresive .,Access
2991,Suzuki access 125 will give you a mileage with 32 kilometer per litre but the suzuki company says 60 kilo meter per litre comfort maximized with longest seat that has classic leather texture within a year the seat gets damaged compulsory due to normal wear and tear. access 125 comes with updated shuttered key system it opens with a magnet mechanism to close the original key gets damaged within 6 months so company will provide 2 keys both 2 keys will be damaged in a year with a magnet mechanism the road grip of the vehicle is so bad if you make a any urgent brake you will be in high risk never go with high speed in this vehicle because the braking system is too bad.,Access
2992,"Suzuki access 125, it is a suzuki brand company. It is very popular scooter in india. Itvis really japan company and also mnc that is multi national company. Suzuki access is a highest sold scooter in twenty thirteen. This main used for indian roads and off roads. Access 125 is normally doesnt go more than 90 killometer and it is not fuel effecient scootet and this is the main oriblem of this scootet and this scooter comfport is low.",Access
2993,Suzuki access 125. One of the best scooter in 125 cc category... The ride quality is excellent... Acceleration is top notch... Seating comfort and position is best...,Access
2994,Suzuki access 125cc back brack disk system well super there are in modal was nice. Tank you gays,Access
2995,"Suzuki access I have it . I purchased it in 2009 and now it is 2016 , its just same , great mileage , great pickup. It is functioning very well. It has a strong and dynamic body but I tell you there is one limitation in it that its body is made from fibre yeah but mostly bikes are now have fibre body. That scooty/scooter is good which have its body somewhat made from steel . I had change its battery two to three times and yaa its common in all scooties that there battery got exhaust and theres need to change it. Otherwise it is very good great pickup, great mileage as it is 125 cc.",Access
2996,Suzuki access as its name suggest is quite easy to access and is really simple to ride . the scooter is fuel effecient and pocket friendly to . so according to me if you want to have a hassle free journey you should.    definitely go for this scooter . The best part of this scooter is that its very light weight so anyone or I say everyone can ride this scooter with sheer comfort and ease .,Access
2997,Suzuki access driving smoothly suzuki acess easy to pick the oil suzuki access has not gave the good average but suzuki access 123 look very beatiful and fantastic it has 125 cc engine make the more powerful the bike its desine as compare same as the honda activa in the white colour,Access
2998,"Suzuki access has 124.5cc powerful engine , tubeless tyres, alloy wheels, and best ever torque.",Access
2999,Suzuki access has a beautiful body shape and is available in some very attractive colors and all the colors suits it as it was,Access
3000,Suzuki access has very refined engine and it's very powerful and very comfortable if you want the best experience of riding and comfort the best scoter in india and it's top speed in 106 Kmph with a great mileage and the built quality is superiour with the great fit and finish and the after sale service is affordable.,Access
3001,"Suzuki access iam using this from 4 years this bike pickup is excellent but milege not much, and spare parts price is very high and spare parts not avilable , and compare to activa it is material quality and suspension system very poor . This review is for old acess model finally if you looking for milage and good suspension go for activa. Thank you",Access
3002,Suzuki access is a competetive vehicle.its susupension and pick up is good.the best part about it is its modified stylish looks which makes it perfect gentle vehicle and its very handy .but the colour range is dull and unobvious .actually its mileage is also better than other vehicles mom as well as dad .can drive it with ease I would prefer it anyone since it is also affordable for a middle class family,Access
3003,"Suzuki access is a fairly nice bike as it is comfortable and good looking its fuel consumption is not that good as, I am riding this bike from last 6 months this bike is incredible and worth every penny you give . This bike is easy to handle and the suspentions are average . Now some negative points, this bike's boot space is not at all good as my helmet dose not fit inside and I have to carry it with me . The most important thing I like about this bike is that its not too heavy as other bikes as a ( 14 years child can handle it ) . I strongly recomend to buy this bike .",Access
3004,Suzuki access is a good scooter for youth as well as aged poeple.,Access
3005,Suzuki access is a good scooty. But its modal or design is not good compared to the other scooty.,Access
3006,"Suzuki access is a great schooter which has a powerfull 125cc engin this is the best schooter in this price range. The other company does not give you 125cc engin in their schooter's in this price. Suzuki Access 125cc cost's around Rs 65 thousand on market. This schooter comes in various colour's such os black, blue, white etc. This schooter has both drum brakes in frunt tyre as well as back tyre. You will feel great expereance on riding this schooter. A one cone in this schooter is it gives you less km/l value.",Access
3007,Suzuki access is a great scooter actually its more than a scooter. Fuel consumption of this bike is 45 km/litre in city. Comfort level is very good you will hardly feel any potholes that comes in your way. Reliability of this scooter is great as its a suzuki product.Handling is great in city traffic you can easily move around city looks I like it new suzuli sep is more advanced and tuned for city traffic you will really enjoy the power and pickup the way it rides overall its a fun bike with low maintenance cost,Access
3008,Suzuki access is a nice and safe worthy moped which has the nice performance and the nice control on roads.,Access
3009,Suzuki access is a premium scooter and direct competitor of Honda Activa. The 125 cc engine is very powerful. It was very popular scooter when it launched . But after some time peoples complaints about its reliability. It was making some weird noise after completing approx 20000 kms. After the negative popularity and consumer dispointment Suzuki launched the new version access 125 in new avatar. but still it is struggling in market.,Access
3010,Suzuki access is a scooty of 125CC which is found very rare amongst all. the quality of 125cc enables the rider to accelerate the scooty quickly in compared to other. in other words we can say it enhaces the pickup of the scooty. accessbis a plastic body scooty which makes it light in weight and compatible for womens and old aged persons too. it has a petrol capacity of 5 lts are storage capacity too.,Access
3011,Suzuki access is a very good bike it gives a good mileage. it has a good online road price. it gives good experienced in all the riding. suzuki bikes gives a good reliability to all the time. its very comfortable to ride in metropolitan cities it is very comfortable ride in traffic jams. so it has good appearel and it has a good roadgrip and it gives a good mileage it is a reliability bike 100 percent its a cash back bike and its a traffic jam free bike .,Access
3012,"Suzuki access is a very good in scooters segment Suzuki access segment in 7 different colors - glass sparkle black, candy Sonoma red, pearl Suzuki deep blue and many more. The Suzuki access is a flagship model powering the Suzuki access 125, 125cc engine and torqe is 10.2 nm and 8.2bhp the Suzuki access avalaible in drum and disc segment the Suzuki access copetets active 125, and apprila 150sr why the former gets alloy wheels",Access
3013,"Suzuki access is a very good scooter of suzuki moto corp. Suzuki has got 125cc engine which is very good. The body design of the scooter is great is very good. The front portion of the has got head light. Two small deeper with chromium plating which gives it very classy look. The comfortability of scooter is also very good it has got long and comfortable seat. The tail light of the scooter is very impressive. Now if we talk about its features it has got auto - start feature. It has got power socket where you can charge your mobile phone. It also got small space under the dasboard. Where you can put your mobile phone while charging or you can put other small thing to carry. It has good leg space and enough space under the seat where you can put your things. The pickup of the scooter is not very smooth but still it is comfortable to ride. In terms of mileage, it gives a mileage of 50km. It has got a petrol tank of 6.2 litre. It has impressive electronic dasboard. So concluding it, I can say that it is very good scooter and a reasonable price compared to other scooters of the markets.",Access
3014,Suzuki access is an automatic gear two wheeler scooter by leading Japanese motorcycle manufacturing company suzuki. Its engine strength is of 125cc. It was introduced in the year,Access
3015,"Suzuki access is best vehicles in India If there’s one scooter that has truly challenged the Honda Activa in terms of popularity, it has to be the Suzuki Access. With its larger 125cc engine, typical Japanese reliability, space and comfort the Access never had trouble becoming the choice of buyers wanting a family scooter.The Access also gets an optional mobile phone charger along with a little pocket to place your mobile phone, something the Activa misses out on.",Access
3016,Suzuki access is better than any other two wheeler scooter available in indian market.,Access
3017,Suzuki access is having very high weight compared to other two wheelers.hence it can not be used for every age generation.,Access
3018,Suzuki access is not good at all it is more weight than exepted we doesnot get good mileage it says it gives 60kmpl but it gives around 45-50kmpl and while driving engine sounds some wierd please do something about it and its wheel will become bald in less than 1year after 1 year tyre starts skidding please do change the tyre otherwise its good,Access
3019,Suzuki access is not value for money scooty because I dont like dis scooty this is the vibration king in other word this is not smooth previous version is very good but in 2016 they upgrade dis scooty nd make a new model nd this is the biggest mistake of suzuki to upgrade dis scooty because the new model is very bad vibration nd looks are not good looks like vintage type so dis scooty is not good for young boys nd teenagers nd speedometer is very bulky nd old fashioned nd after 2nd serivice they show their reputation their engine is not smooth there are so many vibration nd their brake are not good nd handling is also not good their front is very big so u cannot do cuts on road very quickly which is very important in india nd roads in india are like u know what I mean so hope u understand nd mileage is average not good not excellent but average like I have 35 to 40 not like activa nd aviator nd maestro 50 to 55 this is not good like other scooty so u have to buy activa maestro nd hero duet instead of suzuki acess .! choice is yours .!,Access
3020,Suzuki access is one of the best and powerful scooter I have ever seen. Because it gives good pickup at th startup.it also gives a good mileage around 40-45 that is why it is worthy. Other scooters like honda activa hero maestro is good but not comparable with Suzuki access 125. Suzuki access has a stylish look and even costly scooters also can't compete with this scooter. While riding this scooter it feels more comfortable than riding honda activa and any other scooters.,Access
3021,Suzuki access is one of the best bike that I have other bikes but having access is to raid with buddies its really smooth and fast comparing my other bikes are very hard when the other bikes I am going on the roads week days first of all traffic in Bangalore is pathetic to drive such a hard bikes makes more presser and tense after reaching office more presser on work I finally start using suzuki access to go on field its made a nice trip and worth that saving our money with have smart and saving bike///////////,Access
3022,"Suzuki access is one of the best gearless vehicle in india which is now launched with some new design and features.This moped is famous for its accelaration and speed.The mileage of this vehicle is low as compared to other vehicle.The new design and looks of this moped is good looking and the features like charging plug, focused head lamp etc are really good.This vehicle is mainly used by the student to travel the small distance for there study purpose.I havd personally drive this vehicle and I really like the speed and acxelaration of the vehicle.The price of this moped is also cheaper as it has so many features and a great classical design which makes the scooter looks beautiful and there are so many different colour options are available on this model.",Access
3023,"Suzuki access is one of the best scooter in its segment.Suzuki access has a very stunning killer look.my access does not give that much of mileage.it gives average of 45 kilometer per litre, but apart from this it very good.Suzuki has specially done a exellent job in its handling and control.It has a butterly smooth handling.It is very reliable.Suzuki access has the best pickup than any other scooters.and it is light in weight, so the weight is not agreat problem for the old peoples and women.",Access
3024,"Suzuki access is one of the very good scooter among scooter categories. Its body is well stable and much power engine for a 125 scooter categories. Body is made up of mostly plastic and metals. Its suspensions are so good that it can give long drive with less tiredness. But there's a con of suzuki access, it requires high maintenance as compared to honda activa or hero pleasure etc. And it is not that much durable as years passes by the scooter starts giving problem on various things. Otherwise in starting years scooter is very good performance wise.",Access
3025,Suzuki access is really good product from suzuki . The pick up and power of this scooter is just awesome .one who loves power and a comfortable ride can opt for this item. The design of this scooter is also unique and diffrent frim all other available in the market.,Access
3026,Suzuki access is the most known among the scooters but according to me it does not meet its marks upto the level. Scooter has 125cc engine which provide scooter a great pickup and makes it graze over the road but the ride quality is just average. Scooter does not show effective braking at even moderate speed. It has very bad balance across the turns and easily loose stability at high bumps. The build material of body is fibre which got broken easily even on minor fall of scooter and causes a damage.,Access
3027,Suzuki access is very best bike first of all we talk about its look its look is so beautiful that someone look it wants to buy it soon really as all knows that suzuki company is very best and very old company and all knows that old is gold so suzuki is just like gold but have all the advanced features present in it like it has powerful good looking engine its design is also much beautiful it comes in many colors like red blue and many others it is really the best bike it is suitable both for male and female it is really best bike it has good road grip also has good mileage it is really comfort,Access
3028,"Suzuki access is very good Scooter in the price range. Having very good mileage 55km above. Its very comfort for long ride. my personal experience I ride 187km one side. Seating and handle is perfect for long ride. 1 liter we get 55km above so its very reliable. New Suzuki Access having better wheel base and good brake so its improving the quality of riding . New colors like Blue, Red, black are very attractive colors for this little bike.",Access
3029,Suzuki access is very good without gear bike for all age group and it good for pick up and control with easy for us and also bike speed is very good like with gear bike.,Access
3030,Suzuki access model which have many drawback and major drawback is to block the engine very earlier due to filter which cause the engine blockage and ground clearance is very low and mileage is not more than 40 km but look wise it is ok but company should recall this problem even the mechanics suggested not to purchase this product and engine blockage is the major issue and due to which it dump the pressure and ride with jerk then finally decelerate and fibre body have high wear and tear dent on it in before 2014 model,Access
3031,"Suzuki access one of the best scooter from suzuki.which is highly performed bike, good stylish look and good graphics.one of the problem is, the fuel efficiensy is less than other scooters.The Graphics gives good muscular look and it have long seating space.The engine capasity is 125cc is enough for this bike also like the breaking system of this bike.",Access
3032,"Suzuki access scooter, I have been using since 1 year.regarding scooters commonly it stops till 110cc. but in access it extends to 125cc which is one of the liking factor of mine.",Access
3033,Suzuki access was not good vihical compering to other vihical of this type.,Access
3034,"Suzuki access125 is one of the best mopeds with great acceleration, great pickup and great body too everything is good in it but when it comes to mileage  it is the most fuel consumption vehicle.",Access
3035,Suzuki access125 is perfect to a old man and wuman so his baik is 63 km/lit mailaj and vary god think that a comfort is this baik is so god and beautiful his Malian man is vary god and fast it is olso this baik and his products quality is vary god and beautiful his mailaj she is vary god and beautiful and his battery life is vary god and beautiful and his life tiam to a scarves and to egy maintain their thais baik comfert is vary god and this 3 man capacity tham and his baik quality is vary god and thai Handel cantrol is vary god and egiy so thair laits is more than beautiful and his battery life vary year old tame so powerful engine is mor paver this baik Suzuki access125 is perfect non gare baik,Access
3036,"Suzuki access125 lauched in march 2016 with new frame, optional disbrake, various improvements to wheel, suspension transmission body panel, improved fuel efficiency, smoother ride.",Access
3037,"Suzuki accesss 125 is a new bike,but it has a lot of troubles.its battery life is only one year is up.befor one year it down.",Access
3038,Suzuki acess 125 is gearless two wheeler which has been recently updated by suzuki with various types of innovations. Suzuki acess is available in 125 cc engine with option of alloy and plate wheels. It is available at  a price of 63000 on road which is very good as compared to activa 125 which cost nearly 74000.,Access
3039,Suzuki aecsess is the bestscooter in suzuki compny best model design for gear less bikes so nice concept this scooter fual cinsoption is very best nd better mailage to give and beteer seting aregements provide for driving comfort nd other handling is best power stearing nd best in looks is best suzuki is nice concept in market,Access
3040,Suzuki always made quality products. In case of access 125 they proved that scooter are better than bikes in case of local and daily use. suzuki access is a better than other scooters. It gives nearby 45-50 kmpl fuel economy. It comes with 5.2 liter fuel tank.,Access
3041,Suzuki as a good road grip. We can ride comfortable. We can ride 80 Km speed without vibration.,Access
3042,Suzuki bike is a very good bike . it is the best one comparing to all bikes. It is very comfortable. It has good looking and nice design. It gives milage very much. It cost is also low. We can go comfortabily any place we want.it has good features.this bike has leather seat it is very comfort to all.it is suitable for men and women.my bought this bike and using since two years it is fanstastic best. There is no problem in this bike. I liked it very much. It is the best one.,Access
3043,Suzuki claims that the engine is all-new too albeit power output remaining similar. The 124cc engine gets SEP tech(short for Suzuki Eco Performance) that promises powerful performance without compromising on fuel efficiency. This new engine still produces 8.7bhp of peak power but a slightly increased 10.2Nm of torque compared to 9.8Nm of the previous model.,Access
3044,Suzuki company is a good company and it provides good engine and good vehicle in middle class budget.,Access
3045,"Suzuki company is very good company its vehicals also good. access vehicle is very smart. its looking very good, milige is also comfortable to be middle class peoples, cost also very resonable. first time look its impress to me, road grip is also very super, comfortable to be family.its brake system is very good condition, city ride is to be comfortable, and long drive also super. suspension also good.all people likes this vehicle.",Access
3046,Suzuki company launched The All New Access 125.It is the best moped bike.It has good everage and milage.,Access
3047,Suzuki company old and must people know about Suzuki that company introduce Suzuki Access 125 scooty its amazing and ream scooty for every youths.,Access
3048,Suzuki continually made satisfactory merchandise. In case of get right of entry to a hundred twenty five they proved that scooter are better than bikes in case of neighborhood and every day use. Suzuki access is a better than other scooters. It offers close by 45-50 kmpl gas economy. It comes with five.2 liter fuel tank. It's miles virtually cozy for shorter rides.And for womens it's far the satisfactory.Built fine of motorbike is good.There's no vibrations. This scooter does not require any unique maintanance.It is dependable.Dealing with is ideal.But in case of breaking its quite tough to prevent unexpectedly.In wet places scooter get skit. It looses control in moist locations.This scooter have honestly high-quality and stylish look.H headlamp are new and nicely designed.,Access
3049,Suzuki does not have any hold on their dealers and very unprofessional attitude. It is now more then a year passed and nothing been done by dealer AYS Motr Bhopal. Their Service center is worst because they don't fix any problem rather they create problems for my scooter itself.,Access
3050,Suzuki engines have a class and this scooter stands for it. Love that engine!,Access
3051,"Suzuki gives one more scooty in market access 125 its desgin is fabolous , looks graphic they used for it is so nice , handling while driving traffice is much responce and controls on brakes is too good . its mileage make its better then other beacuse with 125cc engine access gives around 60km/per litre . sitting and comfort is like soffa chair at home , its having very good pickup in hills or in traffics , even smooth drives in rough roads , even you drive continously you will not tired , its sound is very sweet an silent . you just feel love with it while drive .",Access
3052,Suzuki had made a scooter which is capable of giving good competition to Honda. the scooter is very nimble and easy to drive and is very good in comfort the leg space is very spacious and you can easily accommodate the grocery without any problem. suspension is good and takes path holes easily and it gives mileage around 45 kmpl which is good to its segment.you can drive all day long without feeling any pain at your back.the service parts are also cheap and very easy to maintain.as far as road grip is concerned you can drive it easily without losing confidence in handling the vehicle. suzuki is worth the money we pay.,Access
3053,Suzuki had the ability to open the seat from the ignition console itself.it has the flat seats,Access
3054,"Suzuki has designed their new Access 125 in a retro look. With rectangular headlamp and vertical turn indicators, Suzuki is going to target people who likes vintage design. Its side profile gives an attractive look to the scooter. Its alloy wheels makes it a premium scooter.",Access
3055,"Suzuki has given the ageing Access scooter a shot in the arm with cosmetic updates, reworked powerplant and new bunch of features. Have these changes and updates done the trick for the new Access 125.The Suzuki Access maintained its position as among the highest selling 125cc scooter in India but has faced stiff competition since the Honda Activa 125 made its debut which is also our pick as the best 125cc scooter on sale in India. The Suzuki Access was showing its age cosmetically and mechanically while new products also sported better features. Taking note of this situation, the Japanese two-wheeler giant recently launched the new Suzuki Access 125.",Access
3056,"Suzuki has given the ageing Access scooter a shot in the arm with cosmetic updates, reworked powerplant and new bunch of features. Have these changes and updates done the trick for the new Access 125? Read on.",Access
3057,"Suzuki has given the ageing access scooter an attempt within the arm with cosmetic updates, reworked powerplant and therefore the new bunch of options. Have these changes and updates done the trick for the new access 125? scan on.",Access
3058,Suzuki has got this new scooter right in terms of styling and very likeable features list. Design of this scooter is attractive and is in sync with the current trend. The engine is brilliant and is easily one of the best scooter engines available in the market today which makes it a recommended scooter in the Indian market.,Access
3059,Suzuki has implemented their latest classic design pattern in Access 125.,Access
3060,"Suzuki has name and fame in the world related to their products. Suzuki access 125 is best vehicle in two wheeler transport.people want more features such as better mileage, less maintenance, more pickup power, more comfort.all these things present in this access.i like this scooter but it has some drawbacks like shortage of spare parts in the market.people who like fashionable, trendy vehicle can buy this scooter.",Access
3061,Suzuki has now switched the wheels to a 12- and 10-inch front and rear combination compared to the 10-inch wheels on the previous model. A bigger front wheel just adds surefootedness to the handling while managing bigger potholes better with the added diameter.,Access
3062,Suzuki has opted for plastic panels for most of the bodywork barring the metal front fender and apron. This has helped them shave off 10kgs and this quite obviously has altered its dynamics too but we'll get to that a little later.,Access
3063,Suzuki has released a scooty named access 125.The following are the features of Suzuki Access 125.,Access
3064,"Suzuki has revamped the Access and by the looks of it it looks quite good. It now comes with SEP technology, alloy wheels, an optional front disc and with ride quality as its main focus. The Access is a complete package and should help Suzuki make up lost ground despite the competition being",Access
3065,"Suzuki has revamped the Access and by the looks of it it looks quite good. It now comes with SEP technology, alloy wheels, an optional front disc and with ride quality as its main focus. The Access is a complete package and should help Suzuki make up lost ground despite the competition being v",Access
3066,"Suzuki has revamped the Access and by the looks of it it looks quite good. It now comes with SEP technology, alloy wheels, an optional front disc and with ride quality as its main focus. The Access is a complete package and should help Suzuki make up lost ground despite the competition being.",Access
3067,"Suzuki has revamped the Access and by the looks of it it looks quite good. It now comes with SEP technology, alloy wheels, an optional front disc and with ride quality as its main focus. The Access is a complete package and should help Suzuki make up lost ground despite the competition beingSept 12, 2016: Suzuki motorcycle India recently launched a stylish ‘Special Edition’ variant of its flagship scooter, the Access 125, in New Delhi. Taking on the ramp, models dressed in trendy outfits walked by the retro styled Access 125 which took the centre stage at the fashion show. The special edition scooter will only be available in white colour scheme. Donning a new-maroon coloured leatherette seat cover along with circular-shaped chrome side-mirrors and a brown coloured floor board, the colour and accessories combination on the scooter looks quite appealing now",Access
3068,"Suzuki has rolled out a comprehensive but easily understood update to one of the best and most popular 125cc scooters on the market. Since we tend not to fix what isn’t broken, the old Access 125 will continue to be available until Suzuki decides that the new one has replaced the old one in the minds of the customers. The difference, between the drum brake variants of the old and new Access 125 is just Rs 2, 222 in Mumbai and that’s easy – get the new one. This is still roughly Rs 2, 000-odd less than the Honda Activa 125 and in that perspective, the new Suzuki is going to be up there among 125cc scooters. I, though, would wait for the disc model to go on sale.",Access
3069,Suzuki indroduced a best scooter for india.suzuki access 125 is the first 125 cc scooter in india.Access giving a good milage for us.It is a petrol scooter.In india access cost is 55000 Rupees.It is a good scooter for family.access have different colour options.Access have more power than other scooters in india.It is a awsome scooter,Access
3070,"Suzuki is a good quality brand which makes many products in automobiles for the satisfaction of there customers, they never treat there customers rudely. There customer services are very very good.",Access
3071,Suzuki is a great Productors in our beautiful world whos give us a very beautifull and easy use bikes in a very less amount. this bike is a very easy in use and a very powerful engine and very good grip of tyres on road.get and travel easy to use and easy to get. A good looking and comfortable also reliable product of suzuki buy use and advice to other peoples to get it and enjoy travel.,Access
3072,"Suzuki is a well-known brand for its features, rough and tough used and mileage.",Access
3073,"Suzuki is best automobils development engine company. the suzuki acces 125 scuty for very usefull and top company is india is call by the indian goverment and takin g gover ragisered company, suzuki acces 125 is a lady vichal this proudect is good parfamancre and best m modling in goog engeeniraing disine",Access
3074,"Suzuki is one of the best company all over the world. The cars of suzuki are the beat. If we talk about only access it os very good in pick up and also in milleage. Suzuki has taken out suzuki 125 access. It is big in size. The road grip is not as much good but is has great fashion, graet look, etc.",Access
3075,"Suzuki is one of the leading company in todays competitive and hectic market.Access is one of the best product of suzuki with stylish look.It comes in variety of colours like red, white, etc.The firing of this bioe is also good.I am having this bike.But the price of this bike is more as compared to honda activa because of its new and upgraded technology.The head light, tail light is also good with stylish look.You will get good experience while using this bike .It is very easy to drive.It does not contains any gears only we have to race the bike for increasing speed.Battery back up , horn system is quite sastified.Really a good bike.",Access
3076,Suzuki is one of the top automobile company.access 125 is not as good as I expected it look so small and very low pickup can not handle more than two on it.i used ir but got many repairs with shot time so thought of buying activa 3g which is far better than this.me and one other person can only be get on it and is also no comfort.,Access
3077,Suzuki is the Japan automobiles company which invent new rides.,Access
3078,Suzuki is the very best for fimale also male And I think suzuki is comforttable for travel in low mailage I like to all coloures of suzuki and we find a high speed in suzuki and not a lot of price of suzuki and wait is minimum of suzuki and we find a long sit in suzuki and I like to much design of suzuki and very good is that in suzuki no lot of sound.it is a very good qulity.,Access
3079,Suzuki is very good bike it is very famous bike in india and it gives very good milage and it is very relaible bike. it gives very good milage and it is very good and comfortable when we ride my most of friends use suzuki access because it is very good at any level and it is the best scooter among the scooters on the indian road. it is really very very good bike. and its price is very affordable so we should buy the suzuki access scooty.,Access
3080,"Suzuki its the best ever scooter compared to honda activa. Those who have used honda activa pls I would say u have a try this faster suzuki access in terms of power, the best ever scooter made by suzuki, the raw power is superb far better than activa, the activa is smooth when u drive till 40kmph but if u cross 40 it has no road grip.",Access
3081,Suzuki looks a very good brand but came out with a much worst automobile.,Access
3082,"Suzuki lunched a wonderful creation named access125 this is really awsome while you compare to its power and fuel efficiency it comes with a 125cc gearless engine which brings a great pickup in this particular scooty which cannot be seen in various scooty like maestro, activa etc .suzuki has launched the latest version of access recently in the 2016 and its design and looks are quiet cool though access is not a great selling scooty in india but it has a best features at its class and at this price range the new access also comes in new exciting colours like blue and red which are quiet attractive and give a gorgeous look to this scooty though suzuki have very tough competetors in the market so this is the one which can give a tough competetion to all the scooty in the indian market so guys I would definately suggest you guys to go with this scooty if you are looking for a cool powerfull scooty with an ansolute fuel efficiency then this is best thing to buy it is suitable for both men and women",Access
3083,"Suzuki made a good vehicle and I also used last 3 year .its average is above60 km per litre, and one more thing is that anyone man and woman drive it.both the person look gud.if they drive.seat are also so comfortable.and looks are so awwwwwwsome.and the I love it.and u can also do some modification .u can attach some glassy mirror and charging socket .and fuel consumption are also very low.because last moths I spent 300 rupess for fuel",Access
3084,Suzuki motorcycle INDIA recently launched a stylesh motorcycle access 125 in new look which took the center sage at the fashion and comfort its mileage is 60 km and its comfort zone is very comfortable as compair to other mototcycle,Access
